	txt	labels
7124	prophets knock at rich men's doors, promising to atone for the sins	0
6811	...he proceeds: what did simonides mean by this saying of his? did he	0
21598	objects of vision which he can see, and which he will conceive to be in	0
2854	it's all right, said moody, sitting down and stretching out his wooden leg with a groan. cheating's a traditional part of the triwizard tournament and always has been.	1
11619	even though he come last. 'let not the first be careless in his choice,	0
21361	no, i never have, he said.	0
12624	deteriorated. one man to one woman is the law of god and nature. nearly	0
5752	snape handed dumbledore a small glass bottle of completely clear liquid: the veritaserum with which he had threatened harry in class.  dumbledore got up, bent over the man on the floor, and pulled him into a sitting position against the wall beneath the foe-glass, in which the reflections of dumbledore, snape, and mcgonagall were still glaring down upon them all.  winky remained on her knees, trembling, her hands over her face.  dumbledore forced the mans mouth open and poured three drops inside it.  then he pointed his wand at the mans chest and said, ennervate.	1
6878	illustration, and in pompous words, apparently intended to restore	0
17627	warbling and the delights of song; in the first stage of the process	0
5724	moody was thrown backward onto the office floor.  harry, still staring at the place where moody's face had been, saw albus dumbledore, professor snape, and professor mcgonagall looking back at him out of the foe-glass.  he looked around and saw the three of them standing in the doorway, dumbledore in front, his wand outstretched.	1
18662	example, warm or cold, or much or little, or, in a word, drink of any	0
18985	know that, when the bodily constitution is gone, life is no longer	0
14218	heart of man. the first ideal is the future of the human race in this	0
16360	he truly is, whatever be the sort of poetry, epic, lyric or tragic, in	0
17723	i fear that i must have been talking darkly, like the tragedians. i only	0
18555	and valiant and wise by reason of certain other affections and qualities	0
5573	voldemort raised his wand, and before harry could do anything to defend himself, before he could even move, he had been hit again by the cruciatus curse.  the pain was so intense, so all-consuming, that he no longer knew where he was. . . . white-hot knives were piercing every inch of his skin, his head was surely going to burst with pain, he was screaming more loudly than he'd ever screamed in his life -	1
15284	and each of them is such as his like is?	0
3746	listen, harry, he said (still in a very low voice), i feel very bad about all this . . . you were thrown into this tournament, you didn't volunteer for it... and if. . . (his voice was so quiet now, harry had to lean closer to listen) if i can help at all... a prod in the right direction . . . i've taken a liking to you . . . the way you got past that dragon! . . . well, just say the word.	1
2060	karkaroff beckoned forward one of his students.  as the boy passed, harry caught a glimpse of a prominent curved nose and thick black eyebrows.  he didn't need the punch on the arm ron gave him, or the hiss in his ear, to recognize that profile.	1
433	mum,.no one at the bank gives a damn how i dress as long as i bring home plenty of treasure, said bill patiently.	1
22914	you seem to me to have described his origin perfectly.	0
6263	noble commencement of the timaeus, from the fragment of the critias	0
2834	cedric was still hooking at him in a slightly suspicious way when harry heard a familiar clunking noise behind him.  he turned around and saw mad-eye moody emerging from a nearby classroom.	1
20203	and he who, having a sense of beautiful things has no sense of absolute	0
17476	a house, an army, or an office of state; and, what is most important	0
25675	in the number of the lot, he might, as the messenger reported, be happy	0
12664	several times over. if we cannot argue that all barbarism is a degraded	0
2529	maybe not that small, ludo, said rita skeeter, her eyes on harry.	1
1545	people have died, though!  said hermione in a worried voice as they walked through a door concealed behind a tapestry and started up another, narrower staircase.	1
4218	she's fine! harry tried to tell her, but he was so exhausted he could hardly talk, let alone shout.	1
6740	those who are in error is one of the most characteristic features	0
24955	will tell him how he ought to make them, and the other will attend to	0
6680	whole life in philosophy, to give his own opinion and not to be always	0
18723	then the soul of the thirsty one, in so far as he is thirsty, desires	0
1080	come on, you three, mr. weasley said quietly.  but hermione didn't seem to want to move; her eyes were still upon the sobbing elf.  hermione! mr. weasley said, more urgently. she turned and followed harry and ron out of the clearing and off through the trees.	1
5678	voldemort's back, harry?  you're sure he's back?  how did he do it?	1
11060	the ambitious man will despise knowledge which brings no honour; whereas	0
5740	polyjuice potion, harry, said dumbledore.  you see the simplicity of it, and the brilliance.  for moody never does drink except from his hip flask, he's well known for it.  the imposter needed, of course, to keep the real moody close by, so that he could continue making the potion.  you see his hair ...  dumbledore looked down on the moody in the trunk.  the imposter has been cutting it off all year, see where it is uneven?  but i think, in the excitement of tonight, our fake moody might have forgotten to take it as frequendy as he should have done ... on the hour . . . every hour. . . . we shall see.	1
6648	of women and children. it is adeimantus who is the respondent in the	0
19181	ourselves; in this manner the adversary's position will not be	0
5049	i think. harry, it is time to return to my office, said a quiet voice in harrys ear.	1
7406	pelops, or the trojan war; or that he makes men sin when he wishes to	0
18700	because it has a particular quality which no other has?	0
14524	then in what sort of partnership is the just man a better partner than	0
525	harry was used to people looking curiously at him when they met him, used to the way their eyes moved at once to the lightning scar on his forehead, but it always made him feel uncomfortable.	1
18922	several elements within him to interfere with one another, or any of	0
17779	made the world believe,) though not in our time, and i do not know	0
13986	in the public services 'no prayers be used, but such as every man	0
12425	and rightly adapted to the wants and capacities of different classes	0
15938	demand: we may suppose that one man is a husbandman, another a builder,	0
17392	litigant, passing all his days in the courts, either as plaintiff or	0
7733	has been said of music, which makes a fair ending with love.	0
22098	your words as a revelation; another class to whom they will be utterly	0
1812	some lesson, though, eh? said ron to harry as they set off for the great hall.  fred and george were right, weren't they?  he really knows his stuff, moody, doesn't he?  when he did avada kedavra, the way that spider just died, just snuffed it right -	1
17464	nay, he said, i think that he had better begin somewhat sooner.	0
12544	idiot, truly seems to us one of the noblest results of christianity. we	0
24580	life, but he is taking a bribe in order to compass a worse ruin.'	0
20201	few are they who are able to attain to the sight of this.	0
17294	no, indeed, socrates, it must never come near them.	0
12687	barbarians. we stand face to face with human nature in its primitive	0
2257	but dumbledore suddenly stopped speaking, and it was apparent to everybody what had distracted him.	1
1808	moody's blue eye quivered slightly in its socket as it surveyed harry.  then he said, you've got to know.  it seems harsh, maybe, but you've got to know.  no point pretending. . . well.. . come on, longbottom, i've got some books that might interest you.	1
7176	govern well or ill; or that virtue is self-love or the love of power; or	0
10614	servants he has no natural superiority over them. his character is	0
11911	all truth. no religion is wholly devoid of external forms; even the	0
1826	harry and ron took their copies of unfogging the future back down to the common room, found a table, and set to work on their predictions for the coming month.  an hour later, they had made very little progress, though their table was littered with bits of parchment bearing sums and symbols, and harry's brain was as fogged as though it had been filled with the fumes from professor trelawney's fire.	1
24535	that, he said, is an easier task; and i have made them as you say.	0
22384	having noble and generous tempers, they should also have the natural	0
13511	one gives himself. men and women cannot be brought together in schools	0
2685	moody limped around the table and bent down; harry thought he was reading the s.p.e.w. notebook, until he muttered, nice cloak, potter.	1
3526	ron chose to ignore this. i s'pose he asked you to come with him while you were both in the library?	1
8500	be confirmed by common instances. will the just state or the just	0
9990	sense, of which the mathematical sciences furnish the type,--the fourth	0
9783	knowledge of geometry.' that is a small matter; the use of geometry, to	0
21823	and should we not enquire what sort of knowledge has the power of	0
13276	if exerted not at particular moments and by fits and starts, but	0
12897	and the execution of the law would be rendered impossible, owing to the	0
10858	harmony is the square, and therefore must be divided by the cube of	0
10382	he will soon prove that he is not without the will, and that his	0
13350	abstractions and trying to get rid of the illusions of sense, nearly	0
4615	there will be obstacles, said bagman happily, bouncing on the balls of his feet. hagrid is providing a number of creatures . . . then there will be spells that must be broken ... all that sort of thing, you know.  now, the champions who are leading on points will get a head start into the maze. bagman grinned at harry and cedric. then mr. krum will enter . . . then miss delacour.  but you'll all be in with a fighting chance, depending how well you get past the obstacles.  should be fun, eh?	1
23547	then there is another class which is always being severed from the mass.	0
7230	glaucon has been drawing a picture of the misery of the just and the	0
18720	thirst taken alone is neither of much nor little, nor of good nor bad,	0
12666	to which the human race may sink through war, disease, or isolation.	0
14655	i think that what you say is quite true, socrates.	0
7377	but what shall their education be? is any better than the old-fashioned	0
8981	attempting to introduce order into the first chaos of human thought,	0
7343	own clothes and produce their own corn and wine. their principal food is	0
22500	do you think that there is anything so very unnatural or inexcusable in	0
21792	then you may have a well-ordered state; for only in the state which	0
198	harry felt a second stab of annoyance.	1
11013	his mind is full of confusion; he is the very reverse of a freeman. the	0
11176	flattery and meanness again arise when the spirited element is subjected	0
4408	crouch's son was caught?  gasped hermione.	1
21480	thus:--there are two subdivisions, in the lower of which the soul uses	0
2250	it's her, ron!  harry shouted as the girl who so resembled a veela got gracefully to her feet, shook back her sheet of silvery blonde hair, and swept up between the ravenclaw and hufflepuff tables.	1
8476	following case:--when a man suffers justly, if he be of a generous	0
25222	certainly, he said, we shall be the gainers.	0
1851	oh am i?  said ron, peering down at his predictions.  i'd better change one of them to getting trampled by a rampaging hippogriff.	1
6064	cedric diggory was murdered by lord voldemort.	1
21820	which is little better than night to the true day of being, that is, the	0
5692	karkaroff's gone?  he ran away?  but then - he didn't put my name in the goblet?	1
124	asleep was the way harry liked the dursleys best; it wasn't as though they were ever any help to him awake.  uncle vernon, aunt petunia, and dudley were harry's only living relatives.  they were muggles who hated and despised magic in any form, which meant that harry was about as welcome in their house as dry rot.  they had explained away harry's long absences at hogwarts over the last three years by telling everyone that he went to st. brutus's secure center for incurably criminal boys.  they knew perfectly well that, as an underage wizard, harry wasn't allowed to use magic outside hogwarts, but they were still apt to blame him for anything that went wrong about the house.  harry had never been able to confide in them or tell them anything about his life in the wizarding world.  the very idea of going to them when they awoke, and telling them about his scar hurting him, and about his worries about voldemort, was laughable.	1
11149	make an image of the soul, which will personify his words. first of all,	0
11907	instant revive and reillumine the extinguished spark of poetry in the	0
15573	at the sight, he descended into the opening, where, among other marvels,	0
11865	infancy of mankind, poetry, with the exception of proverbs, is the	0
13644	greater study of the philosophy of history. the optimist temperament of	0
11737	feeling of home which he introduces; and there have been modern	0
22874	abode in a man, and is the only saviour of his virtue throughout life.	0
19093	is not that i shall be laughed at (of which the fear would be childish),	0
20613	it to him and try to convince him that their having honour would be far	0
20402	and thus, glaucon, after the argument has gone a weary way, the true and	0
19514	yes, he said, that must be done if the breed of the guardians is to be	0
24472	the transgression of the tyrant reaches a point beyond the spurious; he	0
14128	forward to a new mode of education, which is to be a study of nature,	0
4333	karkaroff turned on his heel and strode out of the dungeon.  he looked both worried and angry.  not wanting to remain alone with an exceptionally angry snape, harry threw his books and ingredients back into his bag and left at top speed to tell ron and hermione what he had just witnessed.	1
14029	because they were originally of the same race with them. he is	0
16494	or uninformed about the highest realities in the highest part of	0
13941	(imaginary) portuguese traveller, raphael hythloday. 'i have the more	0
12890	relations by blood. mankind would have been the happier, if some things	0
22933	the accumulation of gold in the treasury of private individuals is the	0
15104	not to the good of the superior. and this is the reason, my dear	0
385	what are you working on? said harry.	1
6938	the satire on existing governments is heightened by the simple and	0
18697	knowledge which is defined and distinguished from other kinds and is	0
14186	they require to be viewed at a certain distance, and are apt to fade	0
24909	but the truth they never reach? the poet is like a painter who, as	0
20049	would a painter be any the worse because, after having delineated with	0
8588	be satisfied with arguing from the principle of contradiction. in the	0
13241	be bound up with truth and virtue and good manners and good taste, that	0
11041	faithless, envious, unrighteous,--the most wretched of men, a misery	0
22870	piece of the avaricious nature in him, and is not single-minded towards	0
2730	charlie looked around; madame maxime was strolling away around the edge of the enclosure, gazing at the stunned dragons.	1
12711	children, by the analysis of human relations, or by the force of outward	0
20885	trades and crafts. is not this unavoidable?	0
7856	earth, who sent them up when they were ready; and that they must protect	0
767	 but a hundred veela were now gliding out onto the field, and harry's question was answered for him.  veela were women. . . the most beautiful women harry had ever seen. . . except that they weren't - they couldn't be - human.  this puzzled harry for a moment while he tried to guess what exactly they could be; what could make their skin shine moon-bright like that, or their white-gold hair fan out behind them without wind.. . but then the music started, and harry stopped worrying about them not being human - in fact, he stopped worrying about anything at all.	1
9791	the real object of the study. it should elevate the soul, and create	0
25418	shown to confer reality, and not to deceive those who truly possess her,	0
18786	because he suffers hunger or cold or other pain he is only the more	0
21588	saying to him, that what he saw before was an illusion, but that now,	0
18131	and for this reason, i said, i shall not attempt to legislate further	0
7815	corresponds to soul and body; for they are both equally concerned with	0
12551	they have very different degrees of strength in different countries or	0
15689	and the like which glaucon has enumerated among the advantages accruing	0
14196	a singular fascination for the minds of many. too late we learn that	0
13826	which led others of the early christian fathers to recognize in the	0
199	it's a sport, he said shortly. played on broom-	1
14033	citizens have no silver or gold of their own, but are ready enough to	0
10685	ethical gradation: the ideal state is under the rule of reason, not	0
22099	unmeaning, and who will naturally deem them to be idle tales, for they	0
690	what's happening at hogwarts, dad?  said fred at once.  what were they talking about?	1
9479	universal and particular. but the age of philosophy in which he lived	0
79	out in the corridor, frank suddenly became aware that the hand gripping his walking stick was slippery with sweat.  the man with the cold voice had killed a woman.  he was talking about it without any kind of remorse -- with amusement.  he was dangerous -- a madman.  and he was planning more murders -- this boy, harry potter, whoever he was -- was in danger --	1
22280	divine), and are the shadows of true existence (not shadows of images	0
761	ladies and gentlemen. . . welcome!  welcome to the final of the four hundred and twenty-second quidditch world cup!	1
25912	of replacement or refund described in paragraph 1.f.3, the project	0
11617	interpreter to have said, is the true happiness of man; and any one, as	0
2640	ignore it, hermione said in a dignified voice, holding her head in the air and stalking past the sniggering slytherin girls as though she couldn't hear them. just ignore it, harry.	1
16015	clearly they will buy and sell.	0
2305	she shot a very angry look at professor snape.	1
5209	utterly perplexed.  harry got up.  the dursleys couldn't possibly be here, could they? he walked across the hall and opened the door into the chamber.	1
8011	were raised by their great actions above the ordinary level of humanity;	0
2252	when fleur delacour too had vanished into the side chamber, silence fell again, but this time it was a silence so stiff with excitement you could almost taste it.  the hogwarts champion next...	1
25372	then her beauty will be revealed, and justice and injustice and all the	0
733	house-elves is not supposed to have fun, harry potter, said winky firmly, from behind her hands.  house-elves does what they is told.  i is not liking heights at all, harry potter - she glanced toward the edge of the box and gulped - but my master sends me to the top box and i comes, sir.	1
11414	secondly, he is concerned with an inferior part of the soul. he indulges	0
16243	then we have found the desired natures; and now that we have found them,	0
16831	i do not understand what you mean, said adeimantus.	0
8630	'do you think that we have come hither to dig for gold, or to hear you	0
3431	it was a lie; he hadn't bought anything for dobby at all, but he quickly opened his trunk and pulled out a particularly knobbly rolled-up pair of socks.  they were his oldest and foulest, mustard yellow, and had once belonged to uncle vernon.  the reason they were extra-knobbly was that harry had been using them to cushion his sneakoscope for over a year now. he pulled out the sneako-scope and handed the socks to dobby, saying, sorry, i forgot to wrap them...	1
23195	and, as in a body which is diseased the addition of a touch from without	0
1778	moody raised his wand, and harry felt a sudden thrill of foreboding.	1
15729	extraordinary of all is their mode of speaking about virtue and the	0
9005	just as an unskilful player at draughts is reduced to his last move by	0
4101	the mermaid in the painting in the prefects' bathroom was laughing.  harry was bobbing like a cork in bubbly water next to her rock, while she held his firebolt over his head.	1
3637	harry didn't say anything.  he liked being back on speaking terms with ron too much to speak his mind right now - but he somehow thought that hermione had gotten the point much better than ron had.	1
5007	and then, the dungeon returned.  harry was sitting in a different seat, still on the highest bench, but now to the left side of mr. crouch.  the atmosphere seemed quite different: relaxed, even cheerful.  the witches and wizards all around the walls were talking to one another, almost as though they were at some sort of sporting event.  harry noticed a witch halfway up the rows of benches opposite.  she had short blonde hair, was wearing magenta robes, and was sucking the end of an acid-green quill.  it was, unmistakably, a younger rita skeeter.  harry looked around; dumbledore was sitting beside him again, wearing different robes.  mr. crouch looked more tired and somehow fiercer, gaunter. . . . harry understood. it was a different memory, a different day ... a different trial.	1
18034	and what, i said, will be the best limit for our rulers to fix when they	0
9060	a young man's heart leap amid these discordant sounds? and will any	0
100	i don't know what you mean by wizard, said frank, his voice growing steadier.  all i know is i've heard enough to interest the police tonight, i have.  you've done murder and you're planning more!  and i'll tell youthis too, he added, on a sudden inspiration, my wife knows i'm up here, and if i don't come back --	1
14061	all could ever see man himself in common, as they call him, though he be	0
22857	other respects in which he is very different.	0
17125	melodies, we shall not want multiplicity of notes or a panharmonic	0
7333	again imports will be required, and imports necessitate exports,	0
8520	and the infinite forms of vice, among which are four special ones,	0
12881	natural impulses of affection: he died unmarried in a lunatic asylum.	0
10049	relation to one another, and to the idea of good, or common principle	0
2432	whose owl am i going to use? harry said as they climbed the stairs. he told me not to use hedwig again.	1
5302	and then harry heard krum's voice.	1
23895	to his very existence, and would place her under the authority of the	0
22069	that the knowledge at which geometry aims is knowledge of the eternal,	0
8916	riddle--'a man and not a man shot and did not shoot a bird and not a	0
20628	who are called by them good-for-nothings and star-gazers.	0
25469	these, then, are the prizes and rewards and gifts which are bestowed	0
9246	surely mean pleasure,' he said. peace, i replied.) and this idea of	0
2453	hagrid's real intention, however, was totalk to harry away from the rest of the class. he waited until everyone else had set off with their skrewts, then turned to harry and said, very seriously, so - yer competin', harry.  in the tournament.  school champion.	1
17311	in confirmation of my own, but my own belief is,--not that the good body	0
10367	father, who may have been a statesman, or general, perhaps; and	0
5636	then a pair of hands seized him roughly and turned him over.	1
900	never mind, ron, said hermione quickly, seizing ron's arm to restrain him as he took a step toward malfoy.	1
9801	which is better than the bodily eye, for by this alone is truth seen.	0
7121	prose:--virtue, as hesiod says, is honourable but difficult, vice is	0
18988	very essence of the vital principle is undermined and corrupted, life	0
15740	dwelling-place is near. but before virtue the gods have set toil,'	0
19570	be called their brothers and sisters, and these, as i was saying, will	0
23856	such is the man and such is his origin. and next, how does he live?	0
21961	impressions, invite thought; those which are not simultaneous do not.	0
21636	yes, he said, i think that he would rather suffer anything than	0
16290	children the authorised ones only. let them fashion the mind with such	0
19279	man gifted by nature from the one who is ungifted?	0
21628	on those who were quickest to observe the passing shadows and to remark	0
14017	opinion which places happiness in virtuous pleasures, but herein, as he	0
3584	i - i don't know what you mean, 'agrid. ...	1
11873	a substitute for the old poets. among ourselves the creative power seems	0
23737	of slaves and companions; but that his son should protect him, and that	0
18772	like the struggle of factions in a state, his spirit is on the side of	0
19062	a hornet's nest of words you are stirring. now i foresaw this gathering	0
8153	that they may work a little when they please; and cobblers and all the	0
8804	risk is worth incurring when the benefit is great. the young creatures	0
16865	or gesture, is the imitation of the person whose character he assumes?	0
19108	well, i replied, i suppose that i must retrace my steps and say what i	0
2283	but evidently zair 'as been a mistake, she said contemptuously to bagman.  e cannot compete. 'e is too young.	1
9905	that is to say, they must be quick at learning, capable of mental toil,	0
933	it's people like you, ron, hermione began hotly, who prop up rotten and unjust systems, just because they're too lazy to -	1
2134	an age line!  fred weasley said, his eyes glinting, as they all made their way across the hall to the doors into the entrance hall.  well, that should be fooled by an aging potion, shouldn't it?  and once your name's in that goblet, you're laughing - it can't tell whether you're seventeen or not!	1
599	here and there adult wizards and witches were emerging from their tents and starting to cook breakfast.  some, with furtive looks around them, conjured fires with their wands; others were striking matches with dubious looks on their faces, as though sure this couldn't work. three african wizards sat in serious conversation, all of them wearing long white robes and roasting what looked like a rabbit on a bright purple fire, while a group of middle-aged american witches sat gossiping happily beneath a spangled banner stretched between their tents that read:  the salem witches' institute.  harry caught snatches of conversation in strange languages from the inside of tents they passed, and though he couldn't understand a word, the tone of every single voice was excited.	1
5373	stop being noble, said harry irritably.  just take it, then we can get out of here.	1
22284	compare the raising of that faculty which is the very light of the body	0
21119	circumstances, will not be perfectly good and wise if any ever was? or	0
11356	in his breeding than he was in his name, if, as tradition says, homer in	0
8316	tell me where. light a candle and search the city, and get your brother	0
4760	you cant disapparate on the hogwarts grounds, haven't i told you enough times? said hermione.	1
20264	different. would that be your way of speaking?	0
4617	very well. . . if you haven't got any questions, we'll go back up to the castle, shall we, it's a bit chilly. ...	1
14937	to this he assented with a good deal of reluctance.	0
25875	     must be paid within 60 days following each date on which you	0
20819	he was to have quickness and memory and courage and magnificence--these	0
16695	tell the captain what is happening about the ship and the rest of the	0
3290	er - yeah, that sounds about right, said ron.	1
2205	oh no, really?  said hermione, shooting a repressive look at ron, who, staring at hagrid's odd hairstyle, had just opened his mouth to say something about it.	1
3567	let's go for a walk, ron muttered to harry, get away from percy. ...	1
14609	and how is the error to be corrected?	0
234	he unfolded the parchment and hastily added a postscript.	1
3740	why are they looking for him here? said harry.  he's at the ministry in london, isn't he?	1
7486	from the intention, and that we must not be 'falsely true,' i.e. speak	0
25221	in poetry as well as a delight?	0
2456	no idea who put yeh in fer it, harry?	1
13167	times. many political maxims originate in a reaction against an opposite	0
9125	real difficulty, which is dialectic. later, perhaps, they occasionally	0
15341	injustice, having this tendency to arouse hatred, wherever existing,	0
21716	hand, hurtful and useless. did you never observe the narrow intelligence	0
3270	well, you'd better hurry up, mate, or all the good ones will be gone, said fred.	1
3736	absolute nightmare, said bagman to harry in an undertone, noticing harry watching the goblins too.  their english isn't too good . . . it's like being back with all the bulgarians at the quidditch world cup . . . but at least they used sign language another human could recognize.  this lot keep gabbling in gobblede-gook . . . and i only know one word of gobbledegook.  bladvak.  it means 'pickax.'  i don't like to use it in case they think i'm threatening them.	1
20343	just is one, or that anything is one--to him i would appeal, saying,	0
6344	justice, and concluding, like some of the earlier dialogues, without	0
13367	this self-proving unity or idea of good is a mere vision of which no	0
11325	other imitator, is thrice removed from the king and from the truth.	0
430	ron rolled his eyes and muttered to harry and hermione, he's been trying to get us to ask what that event is ever since he started work.  probably an exhibition of thick-bottomed cauldrons.	1
17802	in the composition of these he has mingled gold, wherefore also	0
25679	the choice of the souls was in most cases based on their experience of	0
8482	passion then the same with reason? no, for the former exists in children	0
22231	passed into the same--either party setting their ears before their	0
3264	no, he's off delivering a letter, said ron.  why?	1
13408	scattered parts into a natural or organized whole; which defines the	0
23849	fancy that he is able to rule, not only over men, but also over the	0
21187	persons who possess them and are at the same time high-spirited and	0
16975	to be known but not to be practised or imitated.	0
2922	and then, after about fifteen minutes, harry heard the deafening roar that could mean only one thing: cedric had gotten past his dragon and captured the golden egg.	1
21000	men, or do something which may profit them against the day when they	0
25125	and less, but thinks the same thing at one time great and at another	0
12513	enquire into the things which nature hides, any more than we can	0
24340	and if a person were to go from the lower to the middle region, would	0
285	yeah, we're having the time of our lives here, said george, whose voice sounded muffled, as though he was squashed against the wall.	1
23575	but through ignorance, and because they are deceived by informers,	0
7178	benefits. all such theories have a kind of plausibility from their	0
9330	inferred with rather too much certainty or universality; the variation	0
623	you've been ages, said george when they finally got back to the weasleys' tents.	1
9304	nature,' and will try to 'separate the limbs of science without breaking	0
2723	stupefy!  they shouted in unison, and the stunning spells shot into the darkness like fiery rockets, bursting in showers of stars on the dragons' scaly hides -	1
21102	and one feature they will erase, and another they will put in, until	0
1724	imagine if moody turned snape into a horned toad, said ron, his eyes misting over, and bounced him all around his dungeon...	1
5387	we'll take it at the same time.  it's still a hogwarts victory.  we'll tie for it.	1
15133	to any one who is better than themselves, or indeed as good. for there	0
1888	 dumbledore's reading what signs? said ron, looking perplexed.  harry - what's up?	1
5715	harry stared at moody.  he just didn't see how this could be. ... dumbledore's friend, the famous auror. . . the one who had caught so many death eaters ... it made no sense ... no sense at all. ...	1
22814	from agriculture, handicrafts, and trade in general, in the institution	0
13898	sentiments of youth. he brings the light of plato to bear upon the	0
26011	have not met the solicitation requirements, we know of no prohibition	0
7546	in the soul is a true lie, the corruption of the highest truth, the	0
18139	be required, and in general about the regulations of markets, police,	0
19006	there are distinct forms of the state.	0
19137	the education which was assigned to the men was music and gymnastic.	0
1207	crouch is very lucky rita hasn't found out about winky, said mr. weasley irritably. there'd be a week's worth of headlines in his house-elf being caught holding the wand that conjured the dark mark.	1
12178	the literary and philosophical education, and the grace and beauty	0
3014	harry's got a long way to go before he finishes this tournament, she said seriously.  if that was the first task, i hate to think what's coming next.	1
25171	were afraid of being thought a buffoon, is now let out again; and	0
463	where're bill and charlie and per-per-percy?  said george, failing to stifle a huge yawn.	1
19678	and they will have a common interest in the same thing which they will	0
9210	good, they say, is wisdom, wisdom has to do with the good. according to	0
21863	the little matter of distinguishing one, two, and three--in a word,	0
6958	musician, doctor, skilled artist of any sort, does not seek to gain more	0
7274	society, and that from the state he will proceed to the individual. his	0
9149	that there has been, is, and will be such a state whenever the muse of	0
11103	again, hunger and thirst are inanitions of the body, ignorance and folly	0
24099	men in the city, he is never allowed to go on a journey, or to see the	0
15745	libations and the odour of fat, when they have sinned and transgressed.'	0
731	house-elves is not paid, sir!  she said in a muffled squeak.  no, no, no.  i says to dobby, i says, go find yourself a nice family and settle down, dobby.  he is getting up to all sorts of high jinks, sir, what is unbecoming to a house-elf.  you goes racketing around like this, dobby, i says, and next thing i hear you's up in front of the department for the regulation and control of magical creatures, like some common goblin.	1
9846	of the lyre, and quarrelling about the tempers of the strings; i am	0
20640	also unavoidable, and that this is not to be laid to the charge of	0
8399	distinguished. temperance appears to be the virtue of a part only, and	0
12930	lest he should get another too much into his power; or fix the passing	0
13782	supports the opposite thesis. his views of language and number are	0
21236	the guardian then, i said, must be required to take the longer circuit,	0
5138	ron stared into the common room fire.  harry thought he saw ron shiver slightly, even though the evening was warm.	1
3407	stupid little feathery git!  ron hissed, hurrying up the stairs and snatching up pigwidgeon.  you bring letters to the addressee!  you don't hang around showing off!	1
22301	or would not have been a reality i cannot venture to say; but you would	0
22685	which can be said to have a distinct character. there are lordships and	0
805	fool! moaned mr. weasley. krum was feinting!	1
6087	oh . . . yes ... all right, said hermione, looking slightly flustered, and following krum through the crowd and out of sight.	1
16555	upwards, if we mean them to honour the gods and their parents, and to	0
16992	narration comes on some saying or action of another good man,--i should	0
25316	engender any natural infection--this we shall absolutely deny?	0
1136	you're all right, mrs. weasley muttered distractedly, releasing mr. weasley and staring around at them all with red eyes, you're alive. . . . oh boys. .	1
6920	he will not desert them at such a crisis of their fate. 'and what can i	0
10275	ascertain, and children will be born out of season. for whereas divine	0
21891	have clearer proof that arithmetic is, as i suspect, one of them.	0
11676	be restored to him, and then proceeds to prove the immortality of the	0
6831	and still there arises another question: are friends to be interpreted	0
14998	but wholesale; comprehending in one, things sacred as well as profane,	0
16043	where, then, is justice, and where is injustice, and in what part of the	0
22160	ground, seeking to learn some particular of sense, i would deny that he	0
714	the bluebottle:  a broom for all the family - safe, reliable, and with built-in anti-burgler buzzer ... mrs. shower's all purpose magical mess remover: no pain, no stain! ... gladrags wizardwear - london, paris, hogsmeade...	1
2038	skrewts, ron muttered to harry, grinning.	1
4899	harry had walked right past the stone gargoyle guarding the entrance to dumbledores office without noticing.  he blinked, looked around, realized what he had done, and retraced his steps, stopping in front of it.  then he remembered that he didn't know the password.	1
14032	private, and is somewhat impatient of the importunity of relations. his	0
9563	he pretends that he can only describe the strange position of the	0
16215	nature, need to have the qualities of a philosopher?	0
22441	that, although in our former selection we chose old men, we must not do	0
1639	well, bully for professor vector, said ron moodily.	1
9145	the useless class--of holding office; or until the sons of kings were	0
17709	mind either with his will or against his will; with his will when he	0
25586	eight together form one harmony; and round about, at equal intervals,	0
2049	 for a few minutes, the silence was broken only by madame maxime's huge horses snorting and stamping. but then - can you hear something?  said ron suddenly.	1
20494	or can such an one account death fearful?	0
945	who's that? he said, blinking down at them, trying to make out their faces.  what are you doing in here, all alone?	1
17187	principle is that rhythm and harmony are regulated by the words, and not	0
10122	the light of the eternal ideas is supposed to exercise a disturbing	0
24659	i understand; you mean that he will be a ruler in the city of which we	0
18809	from desire, turn out also to be different from reason.	0
9559	state of the world is due to god only; the reference to a future state	0
16536	dream which zeus sends to agamemnon; neither will we praise the verses	0
4513	pigwidgeon was much too small to carry an entire ham up to the mountain by himself, so harry enlisted the help of two school screech owls as well.  when they had set off into the dusk, looking extremely odd carrying the large package between them.  harry leaned on the windowsill, looking out at the grounds, at the dark, rustling treetops of the forbidden forest, and the rippling sails of the durmstrang ship.  an eagle owl flew through the coil of smoke rising from hagrids chimney; it soared toward the castle, around the owlery, and out of sight. looking down, harry saw hagrid digging energetically in front of his cabin.  harry wondered what he was doing; it looked as though he were making a new vegetable patch.  as he watched, madame maxime emerged from the beauxbatons carriage and walked over to hagrid.  she appeared to be trying to engage him in conversation.  hagrid leaned upon his spade, but did not seem keen to prolong their talk, because madame maxime returned to the carriage shortly afterward.	1
8580	we may observe how nearly plato approaches aristotle's famous thesis,	0
8026	caste, which existed in a great part of the ancient, and is by no means	0
22425	if only those whom we introduce to this vast system of education and	0
1810	what was that about?  said ron, watching neville and moody turn the corner.	1
2630	since when have you been one of the top students in the school, potter?  or is this a school you and longbottom have set up together?	1
8743	twenty years for a woman--from twenty to forty. any one above or below	0
